IsdE	WP_001220199.1	AA076_RS05600	GCF_001027105.1	578	1.00	5.320E-187	0	291	292	0
IsdE	WP_047550922.1	CD116_RS03005	GCF_002902405.1	549	0.945	5.228E-177	0	291	292	0
IsdE	WP_240786736.1	ML436_RS05370	GCF_022493055.1	548	0.941	1.844E-176	0	291	292	0
IsdE	WP_001220192.1	SAMSHR1132_RS05125	GCF_000236925.1	539	0.928	1.892E-173	0	291	292	0
IsdE	WP_070452751.1	CD121_RS11765	GCF_003970495.1	484	0.808	2.732E-154	0	291	292	0
IsdE	WP_103212968.1	CD155_RS07535	GCF_002902725.1	471	0.787	6.530E-150	0	288	292	0
IsdE	WP_016898765.1	CD038_RS10430	GCF_002902325.1	460	0.777	6.062E-146	0	288	292	0
IsdE	WP_080606654.1	CD041_RS10545	GCF_002901705.1	452	0.764	3.302E-143	0	287	292	0
IsdE	WP_059106326.1	APS80_RS00490	GCF_001500315.1	436	0.731	7.143E-138	3	289	292	2
IsdE	WP_107605349.1	BU038_RS06565	GCF_003043455.1	374	0.652	2.883E-116	13	290	292	15
IsdE	WP_082107869.1	A4G25_RS07645	GCF_001618885.1	372	0.660	1.391E-115	14	287	292	16
IsdE	WP_070625852.1	CD112_RS10755	GCF_002902285.1	369	0.645	1.725E-114	13	290	292	15
IsdE	WP_012990779.1	CD041_RS06935	GCF_002901705.1	61	0.250	2.308E-09	46	291	292	71
IsdE	WP_103207948.1	C7J90_RS00570	GCF_003012915.1	58	0.222	2.337E-08	69	282	292	101
IsdE	WP_103346190.1	CD172_RS09325	GCF_002901865.1	57	0.227	5.554E-08	69	291	292	99
IsdE	WP_039647530.1	SHYC_RS03330	GCF_000816085.1	55	0.223	1.757E-07	69	291	292	93
IsdE	WP_103357432.1	CD122_RS02540	GCF_002902145.1	55	0.234	1.757E-07	69	290	292	98
IsdE	WP_001081351.1	AA076_RS05100	GCF_001027105.1	55	0.229	2.343E-07	1	281	292	3
IsdE	WP_002453761.1	CD038_RS05115	GCF_002902325.1	55	0.231	2.343E-07	34	289	292	56
IsdE	WP_180809248.1	FGL66_RS07705	GCF_013463155.1	54	0.210	3.123E-07	69	282	292	97
IsdE	WP_259198684.1	NXS11_RS03460	GCF_024814435.1	54	0.225	3.123E-07	69	290	292	98
IsdE	WP_243588334.1	MT340_RS00710	GCF_022815905.2	54	0.238	4.163E-07	73	262	292	64
IsdE	WP_103369492.1	TP70_RS10485	GCF_000934465.1	54	0.228	4.163E-07	69	290	292	98
IsdE	WP_262603792.1	MUA88_RS08800	GCF_025558425.1	54	0.225	4.163E-07	69	282	292	98
IsdE	WP_002455625.1	CD034_RS02270	GCF_002901845.1	53	0.324	5.548E-07	121	263	292	171
IsdE	WP_206184375.1	CCE82_RS04525	GCF_900183575.1	53	0.234	7.392E-07	55	263	292	68
IsdE	WP_262559374.1	MUA51_RS08560	GCF_025558585.1	53	0.216	7.392E-07	69	282	292	98
IsdE	WP_095117567.1	C7J88_RS05170	GCF_003019275.1	53	0.216	7.392E-07	69	282	292	98
IsdE	WP_251518094.1	NGI30_RS02145	GCF_943737015.1	53	0.215	7.392E-07	6	290	292	9
IsdE	WP_198612153.1	HS848_RS09670	GCF_016238465.1	52	0.247	1.312E-06	61	259	292	92
IsdE	WP_053029940.1	AK212_RS06730	GCF_001224225.1	52	0.295	1.747E-06	53	263	292	92
IsdE	WP_126564735.1	E2558_RS08290	GCF_004785665.1	51	0.223	2.327E-06	73	262	292	64
IsdE	WP_198618654.1	HHH54_RS09780	GCF_016238445.1	51	0.228	2.327E-06	69	282	292	101
IsdE	WP_172458432.1	PYW36_RS03040	GCF_029024625.1	51	0.212	3.098E-06	52	291	292	91
IsdE	WP_002459733.1	CD041_RS05755	GCF_002901705.1	51	0.274	3.098E-06	121	284	292	173
IsdE	WP_207517113.1	J3R86_RS09660	GCF_017357005.1	49	0.250	1.721E-05	34	259	292	56
IsdE	WP_103329844.1	CD128_RS10410	GCF_002902575.1	48	0.287	2.290E-05	117	263	292	171
IsdE	WP_046464730.1	EQ029_RS09980	GCF_006094395.1	48	0.282	2.290E-05	53	263	292	92
IsdE	WP_050801503.1	CD113_RS06605	GCF_002902085.1	48	0.218	4.050E-05	73	263	292	83
IsdE	WP_070648069.1	CD041_RS10505	GCF_002901705.1	47	0.222	7.161E-05	60	290	292	86
IsdE	WP_002464373.1	CD113_RS04085	GCF_002902085.1	46	0.238	9.520E-05	34	259	292	56
IsdE	WP_203232882.1	GZH82_RS09685	GCF_010365305.1	46	0.211	1.682E-04	63	263	292	77
IsdE	WP_198611387.1	HS848_RS04380	GCF_016238465.1	46	0.274	1.682E-04	73	263	292	116
IsdE	WP_001829571.1	FNL83_RS09870	GCF_006742205.1	46	0.292	1.682E-04	117	263	292	170
IsdE	WP_099089438.1	BTJ66_RS02620	GCF_002614725.1	45	0.290	2.235E-04	119	263	292	175
IsdE	WP_099089915.1	BTJ66_RS05225	GCF_002614725.1	44	0.252	5.243E-04	4	264	292	2
IsdE	WP_011303644.1	SSP_RS09930	GCF_000010125.1	44	0.272	6.965E-04	117	263	292	173
CntA	WP_001229077.1	AA076_RS12655	GCF_001027105.1	1064	0.998	0.000E+00	0	531	532	0
CntA	WP_047426441.1	CD116_RS09400	GCF_002902405.1	1060	0.992	0.000E+00	0	531	532	0
CntA	WP_001229070.1	ML436_RS12530	GCF_022493055.1	1060	0.990	0.000E+00	0	531	532	0
CntA	WP_001229068.1	SAMSHR1132_RS12165	GCF_000236925.1	1060	0.990	0.000E+00	0	531	532	0
CntA	WP_195718928.1	ISP08_RS00455	GCF_015775975.1	947	0.864	5.888E-310	0	531	532	0
CntA	WP_208181831.1	J5E45_RS06025	GCF_017583065.1	939	0.864	3.197E-307	0	531	532	0
CntA	WP_017724065.1	F512_RS0110750	GCF_000338275.1	938	0.857	8.221E-307	0	531	532	0
CntA	WP_195719636.1	ISP02_RS00280	GCF_015594545.1	936	0.866	2.896E-306	0	531	532	0
CntA	WP_029378624.1	BTM19_RS04735	GCF_002732165.1	934	0.859	1.020E-305	0	531	532	0
CntA	WP_103286049.1	EL082_RS00425	GCF_900636385.1	934	0.853	1.020E-305	0	531	532	0
